titre,résumé,temps,année,votes,nombre de votes,popularité,acteurs,directeurs,production,genres,id_film,id_genre,poster_url,genre_1,genre_2,genre_3
"Le Décalogue 10, tu ne convoiteras pas les biens d'autrui","Deux frères découvrent, après le décès de leur père, des armoires blindées renfermant une collection de timbres de grande valeur. D'abord attires par l'argent que représente ce trésor, ils sont peu a peu gagnes par la passion du collectionneur.",57,16-05-1989,7.912,132,0.4757,"['Jerzy Stuhr', 'Zbigniew Zamachowski', 'Henryk Bista', 'Olaf Lubaszenko', 'Maciej Stuhr', 'Jerzy Turek', 'Anna Gornostaj', 'Henryk Majcherek', 'Elżbieta Panas', 'Daniel Kozakiewicz', 'Grzegorz Warchoł', 'Cezary Harasimowicz']",['Krzysztof Kieślowski'],"Sender Freies Berlin, Telewizja Polska, Studio Filmowe Tor","['Drame', 'Téléfilm', 'Comédie']",118670,"[18, 10770, 35]",https://image.tmdb.org/t/p/w500/7zvQpJDfpXlCe9FvBdO86hIgavN.jpg,Drame,Téléfilm,Comédie
Aram,"Une nuit, un homme débarque clandestinement au Havre. Son arrivée fait l'objet d'une surveillance de la DST. Il s'appelle Aram, ancien militant de la cause arménienne en France et disparu pendant la guerre de libération du Haut-Karabagh. Il vient pour assurer un achat d'armes avec une organisation kurde. Mais il veut surtout régler le drame qui marque sa famille et sa vie. Au début des années quatre-vingt dix, son frère cadet Lévon est grièvement blessé dans un attentat commis à Paris. Leur père, Miran Sarkissian, tient Aram pour responsable et le bannit. Talaat, le chef d'une organisation d'extrême droite turque, fait échouer la transaction d'armes. Un patron de la DST, M. Paul, suit l'affaire...",90,27-11-2002,5.4,4,0.4752,"['Simon Abkarian', 'Lubna Azabal', 'Mathieu Demy', 'Serge Avédikian', 'Isabelle Sadoyan', 'Jean-Yves Chatelais', 'Alain Mottet', 'Gilles Arbona', 'Olivier Loustau', 'Marc Anthony Samuel', 'Fabio Zenoni', 'Julien Lambroschini', 'Smaïl Mekki', 'Samir Guesmi', 'Malik Faraoun', 'Albert Delpy', 'Husky Kihal', 'Sear', 'Gerald Papasian', 'Zare Hatchikian', 'Jean-Charles Chagachbanian', ""Tony D'Amario"", 'Marc Andréoni', 'Paul-Emile Chisportich', 'Anthéa Cintract', 'Marie Guillard', 'Zirek', 'François Soule', 'Henri de Lorme', 'Mohamed Damraoui', 'Albert Mauriac', 'Meghetie Ghazarian', 'Mirhan Almaya', 'Selahattin Sural', 'Jean-Loup Bourel', 'Thierry Guilmard', 'Fred Zanolino', 'Jamal Bellyazid', 'Keine Bouhiza', 'Kamal Temal', 'Ali Cav', 'Ibrahim Olmez', 'Nassima Hamdi', 'Maxime Larine', 'Sophie Michard', 'Eva Leheutre', 'Arthur Kalaydjian', 'Chake Kalaydjian', 'Patrick Tesson']",['Robert Kechichian'],"Bac Films, Canal+, StudioCanal","['Drame', 'Crime', 'Thriller']",110185,"[18, 80, 53]",https://image.tmdb.org/t/p/w500/1R0yWcuY30MRqUU9XHtkYMRFp0H.jpg,Drame,Crime,Thriller
Dernières nouvelles du cosmos,"A bientôt 30 ans, Hélène a toujours l’air d’une adolescente. Elle est l'auteure de textes puissants à l’humour corrosif. Elle fait partie, comme elle le dit elle-même, d’un «lot mal calibré, ne rentrant nulle part». Visionnaire, sa poésie télépathe nous parle de son monde et du nôtre. Elle accompagne un metteur en scène qui adapte son œuvre au théâtre, elle dialogue avec un mathématicien... Pourtant Hélène ne peut pas parler ni tenir un stylo, elle n’a jamais appris à lire ni à écrire. C’est à ses 20 ans que sa mère découvre qu'elle peut communiquer en agençant des lettres plastifiées sur une feuille de papier. Un des nombreux mystères de celle qui se surnomme Babouillec…",85,08-11-2016,6.7,9,0.4735,"['Hélène Nicolas', 'Véronique Truffert']",['Julie Bertuccelli'],Inconnu,['Documentaire'],425720,[99],https://image.tmdb.org/t/p/w500/rz5GT1As6cpu5V6pt77ioTS3ZYv.jpg,Documentaire,-,-
Derrière la Colline,"Au pied de collines rocheuses, Faik mène une vie de fermier solitaire avec son métayer et sa femme. Quand arrivent de la ville son deuxième fils et ses petits-enfants, il les met en garde contre les nomades qui traversent la région. Tandis que se déroulent les vacances, la menace rôde, silencieuse et invisible.",94,14-12-2012,6.9,40,0.4729,"['Tamer Levent', 'Reha Özcan', 'Mehmet Özgür', 'Berk Hakman', 'Banu Fotocan', 'Furkan Berk Kıran', 'Sercan Gümüş', 'Şevval Kuş']",['Emin Alper'],"Bulut Film, 2|35, Kültür ve Turizm Bakanlığı","['Mystère', 'Drame']",138574,"[9648, 18]",https://image.tmdb.org/t/p/w500/ylECTgqBgAF4vQlswKLx3a7Ms9p.jpg,Mystère,Drame,-
Les cloches de Silésie,Non disponible,106,23-03-1972,4.5,8,0.4728,"['Vitus Zeplichal', 'Reinhard Kolldehoff', 'Silke Kulik', 'Helga Riedel-Hassenstein', 'Ingmar Zeisberg']",['Peter Fleischmann'],Inconnu,"['Thriller', 'Drame']",171871,"[53, 18]",https://image.tmdb.org/t/p/w500/xK18r5vFkl6cJtHNh6zi0gLraax.jpg,Thriller,Drame,-
"Congo river, au-delà des ténèbres","Sur les traces de Stanley, Congo river nous fait remonter de l'embouchure à la source le plus grand bassin fluvial du monde, celui du fleuve Congo. Tout au long de ses 4 371 km, nous découvrons les lieux témoins de l'histoire tumultueuse du pays, tandis que les archives nous rappellent le souvenir des personnages de la mythologie africaine qui en ont fait son destin : les colonisateurs Stanley et Léopold II, les dirigeants africains Lumumba et Mobutu. Ce voyage au coeur de l'Afrique est un hymne à la vie, à l'égal de cette végétation indomptable qui enserre les rives du fleuve. Sur les berges, aux différentes étapes du voyage, les images égrènent les joies et les souffrances d'un peuple, les fêtes et les drames qui rythment l'existence des piroguiers, pêcheurs, commerçants, voyageurs, militaires, rebelles, enfants, soldats, miliciens maï-maï, femmes violées...",116,28-09-2005,6.0,3,0.4721,[],['Thierry Michel'],Inconnu,['Documentaire'],113351,[99],https://image.tmdb.org/t/p/w500/pXXh0UFxKT8V5vnVabu9tyBM4iK.jpg,Documentaire,-,-
La croisière noire,Non disponible,70,02-03-1926,0.0,0,0.4717,[],['Léon Poirier'],Société des Etablissements L. Gaumont,['Documentaire'],710402,[99],https://image.tmdb.org/t/p/w500/2ZXwfhw8ZQ1dfLwE5Ifc21WOyBH.jpg,Documentaire,-,-
Boxing Gym,"Austin, Texas. Richard Lord, ancien boxeur professionnel, a fondé son club de boxe Lord's Gym, il y a seize ans. Des personnes d'origines et de classes sociales et d’âge différents s'entrainent dans ce gymnase : hommes, femmes, enfants, docteurs, avocats, juges, hommes et femmes d'affaires, immigrants, boxeurs professionnels ou aspirants professionnels côtoient de simples amateurs et des adolescent en quête de force et d'assurance. Le gymnase est une illustration du ""melting pot"" à l'américaine où les gens s'entrainent, se parlent, se rencontrent...",91,22-10-2010,6.6,20,0.4707,['Richard Lord'],['Frederick Wiseman'],"ITVS, Corporation for Public Broadcasting, Sundance Institute, Zipporah Films",['Documentaire'],47059,[99],https://image.tmdb.org/t/p/w500/3hngMQeRcRUF9XBRR0HQighKBbt.jpg,Documentaire,-,-
Le Bois lacté,"Sylvia est la belle-mère de deux jeunes enfants, Léa et Konstantin. Ils vivent en Allemagne, près de la frontière polonaise. La jeune femme ne s'entend pas avec eux. Un jour, en les ramenant de l'école, elle prétexte une course à faire en Pologne pour les y abandonner. De retour à la maison, elle cache la vérité à son mari. Ne voyant pas ses enfants revenir, celui-ci part à leur recherche.",87,10-02-2003,6.8,11,0.4704,"['Sophie Charlotte Conrad', 'Leo Bruckmann', 'Judith Engel', 'Horst-Günter Marx', 'Mirosław Baka', 'Gerd Beyer', 'Harald Richter', 'Monika Pietsch', 'Karl-Fred Müller', 'Hanna Kochańska']",['Christoph Hochhäusler'],Inconnu,['Drame'],12765,[18],https://image.tmdb.org/t/p/w500/mcCCnTA1dmjrrYJh16qZrmt4ziS.jpg,Drame,-,-
Le Corrupteur,"Milers et Flora, deux orphelins, sont initiés à la vie par Peter Quint, palefrenier, jardinier et homme à tout faire de la maison de leur tuteur. Quand Mrs Grose, l'intendante, décide de renvoyer Quint et la gouvernante Miss Jessel qui est également sa maîtresse, les enfants se rebellent.",96,15-02-1972,5.627,75,0.4701,"['Marlon Brando', 'Stephanie Beacham', 'Thora Hird', 'Harry Andrews', 'Verna Harvey', 'Christopher Ellis', 'Anna Palk']",['Michael Winner'],"Elliott Kastner-Jay Kanter-Alan Ladd Jnr Productions, Scimitar Productions, AVCO Embassy Pictures","['Drame', 'Horreur', 'Thriller']",42526,"[18, 27, 53]",https://image.tmdb.org/t/p/w500/skvxqU2d5I3LHNGeyQ8p1s23WAp.jpg,Drame,Horreur,Thriller
L'Ardente Gitane,"Marco Torino est le patriarche d’une communauté gitane installée à Los Angeles. Il aide les plus démunis, arrange les conflits et sort ses amis de prison en payant leur caution. Respecté par tous, il mène sa vie tranquillement jusqu’au jour où il apprend être victime d’une grave maladie. Marco décide alors de profiter du peu de temps qu’il a devant lui pour marier son frère Stephano avec la belle Annie en échange de 2000 dollars. Cet argent lui permettra de financer un projet dont il garde jalousement le secret. Mais Stephano et Annie ont un tempérament de feu et sont bien décidés à contrarier les plans de Marco...",95,07-03-1956,5.3,6,0.469,"['Jane Russell', 'Cornel Wilde', 'Luther Adler', 'Joseph Calleia', 'James H. Russell', 'Nina Koshetz', 'Helen Westcott', 'Mikhail Rasumny', 'Wally Russell', 'Richard Deacon', 'Peter Brocco', 'Nick Dennis', 'Robert Foulk', 'John Raven', 'Fred Aldrich', 'Jacqueline Auclair', 'William Bagdad', 'Ross Bagdasarian', 'John Barton', 'Les Baxter', 'Audrey Betz', 'Oscar Blank', 'James J. Casino', 'Bill Clark', 'Joe Dominguez', 'Nadja Dubinsky', 'Alphonso DuBois', 'Ben Frommer', 'Elias Gamboa', 'James Gonzalez', 'Sam Harris', 'John Indrisano', 'Harvey Karels', 'Kay Koury', 'Ethan Laidlaw', 'Joe Lanza', 'Nephru Malouf', 'Joe Maritzer', 'Matt Mattox', 'Frank Mazzola', 'Joe Merritt', 'Ernesto Molinari', 'Mike Morelli', 'George Nardelli', 'Faye Michael Nuell', 'Inez Palange', 'Joe Palma', 'Manuel París', 'Charles Perry', 'Hamil Petroff', 'Paul Ravel', 'Joan H. Reynolds', 'Franz Roehn', 'Tony Roux', 'Paul Stathes', 'Dorothea Wolbert']",['Nicholas Ray'],Columbia Pictures,"['Drame', 'Romance', 'Musique']",93745,"[18, 10749, 10402]",https://image.tmdb.org/t/p/w500/6BORIFvsfr3Z35BB1TKin3lV1cV.jpg,Drame,Romance,Musique
Au delà de la haine,Non disponible,86,19-06-2005,4.143,7,0.4678,[],['Olivier Meyrou'],Inconnu,['Documentaire'],18412,[99],https://image.tmdb.org/t/p/w500/hl0irK9xQkc8ALC59uZHmvaZCJL.jpg,Documentaire,-,-
Le bal des menteurs,"Du 21 septembre au 23 octobre 2009 s'est déroulé le procès « Clearstream » au Palais de Justice de Paris. Une intrigue pleine de suspense et un casting exceptionnel se conjuguent dans ce thriller politique qui opposait Nicolas Sarkozy et Dominique de Villepin, président français au pouvoir et ancien Premier ministre. Manigances, manœuvres politiques, accusations calomnieuses, vols, faux et usage de faux documents, avec pour arme des listings falsifiés - falsifiés dans le but de tuer... politiquement parlant. Ce film documentaire aux allures de fiction retrace cette folle affaire. Les vestibules et les salles d'attente du tribunal, ainsi que les entretiens à huis clos, offrent le théâtre inattendu d'un procès historique, où des personnalités du Barreau fixent une date pour s'en sortir et où leurs clients tentent de sauver leur peau.",208,02-03-2011,0.0,0,0.4677,[],['Daniel LeConte'],Inconnu,['Documentaire'],267455,[99],https://image.tmdb.org/t/p/w500/12oZqAbxIamuAc2KeaBFHhFgvIa.jpg,Documentaire,-,-
La Belle jeunesse,"Natalia et Carlos sont deux jeunes amoureux de 20 ans qui se battent pour survivre dans l’Espagne d'aujourd'hui. Remises de C.V., petits boulots, tournage d’un porno amateur : ils essaient de s’en sortir au jour le jour. Face à une crise qui n'en finit plus, les espoirs d'une vie meilleure se fragilisent. Et quand Natalia se découvre enceinte, les petits arrangements ne suffisent plus.",103,30-05-2014,5.9,29,0.4676,"['Ingrid García Jonsson', 'Carlos Rodríguez', 'Inma Nieto', 'Fernando Barona', 'Juanma Calderón', 'Torbe']",['Jaime Rosales'],"Balthazar Productions, Fresdeval Films, Wanda Visión",['Drame'],266065,[18],https://image.tmdb.org/t/p/w500/pTEcrCgRk8xTMzt3KaJP7KKMILI.jpg,Drame,-,-
"Distant Voices, Still Lives","Le deuxième film de la série autobiographique de Terence Davies (avec ""Trilogy"" et ""The Long Day Closes"") est une vision impressionniste d'une famille ouvrière dans le Liverpool des années 1940 et 1950, basée sur la propre famille du réalisateur. A travers une série de tableaux exquis, Davies crée un album photo profondément émouvant d'une famille troublée aux prises avec la complexité de l'amour.",84,16-11-1988,6.823,130,0.4676,"['Freda Dowie', 'Pete Postlethwaite', 'Angela Walsh', 'Lorraine Ashbourne', 'Dean Williams', 'Sally Davies', 'Susan Flanagan', 'Nathan Walsh', 'Michael Starke', 'Debi Jones', 'Vincent Maguire', 'Marie Jelliman', 'Antonia Mallen', 'Anne Dyson', 'Jean Boht', 'Chris Darwin', 'Andrew Schofield', 'Pauline Quirke', 'Carl Chase', 'Alan Bird', 'Matthew Long', 'Frances Dell', 'Roy Ford', 'Terry Melia', 'John Thomalla', 'John Carr', 'John Michie', 'Jeanette Moseley', 'Ina Clough', 'Bill Moores', 'George Moss']",['Terence Davies'],"BFI, Film Four International","['Drame', 'Musique']",41799,"[18, 10402]",https://image.tmdb.org/t/p/w500/3ecM82J6jNBTR8v1wAyIsAHQWEq.jpg,Drame,Musique,-
L'Autre Monde,"Paris 1999. Yasmine, d’origie algérienne, est sans nouvelle de son fiancé Rachid parti sur un coup de tête s’engager dans l’armée algérienne. Inquiète de son silence, elle part à sa recherche. Seule dans un pays dont elle ne parle pas la langue, Yasmine apprend qu’il est tombé dans une embuscade sanglante tendue par des islamistes fanatiques. Persuadée qu’il est vivant, elle poursuit sa recherche et s’enfonce au coeur de l’Algérie, bravant la violence et le terrorisme. Surveillée, prise en otage, traquée mais aussi aidée parfois, sa quête la conduit au plus profond des contradictions d’un pays déchiré.",95,07-11-2001,3.4,5,0.467,['Marie Brahimi'],['Merzak Allouache'],Inconnu,['Drame'],326970,[18],,Drame,-,-
Braquer Poitiers,"Thomas et Francis braquent Wilfrid, propriétaire d’un ensemble de carwash. Contre toute attente, celui-ci se montre ravi de cette compagnie venant égayer sa vie solitaire, et les autorise à piquer dans la caisse. Bientôt, Hélène et Lucie, deux copines du Sud, les rejoignent pour profiter de l’été à Poitiers.",92,23-10-2019,6.1,12,0.4646,"['Wilfrid Ameuille', 'Francis Soetens', 'Thomas Depas', 'Lucie Guien', 'Hélène Bressiant', 'Marc Barbé', 'Olivier Zanotti', 'Bilal Aya']",['Claude Schmitz'],Inconnu,"['Comédie', 'Drame']",538065,"[35, 18]",https://image.tmdb.org/t/p/w500/mKeWkbAtlXw4kNcVNBft8oiOiGf.jpg,Comédie,Drame,-
Balkan baroque,Non disponible,60,14-11-1999,5.5,5,0.4635,"['Marina Abramović', 'Paolo Canevari', 'Ulay', 'Michel Butor', 'Pedro Canevari', 'Alexander Godschalk', 'Sean Kelly']",['Pierre Coulibeuf'],"Regards Productions, Scarabee Filmproducties Nederland, INA",['Documentaire'],236320,[99],https://image.tmdb.org/t/p/w500/ndLDDtnaAxNGijoc3aSjxQ4iuOj.jpg,Documentaire,-,-
Le 4ème Morceau de la femme coupée en 3,"Louise Coleman, la trentaine vive, essaie d'apprendre à conduire. Bien qu'elle désire vraiment y parvenir, Louise connaît avec la vie quotidienne et matérielle, et donc les voitures, les difficultés d'une rêveuse, jamais vraiment adaptée au monde qui l'entoure...",70,01-01-2006,2.0,1,0.4606,"['Laure Marsac', 'Denis Podalydès', 'Claire Borotra', 'Alexia Stresi']",['Laure Marsac'],Inconnu,['Drame'],179991,[18],https://image.tmdb.org/t/p/w500/fe4FIlbqXY4iLZasiAILA19YV8f.jpg,Drame,-,-
Ana,Non disponible,110,15-09-1982,7.0,7,0.4606,"['Ana Maria Martins Guerra', 'Octávio Lixa Filgueiras', 'Manuel Ramalho Eanes', 'Aurora Alfonso', 'Mariana Margarido', 'Adelaide Ferreira']","['Margarida Cordeiro', 'António Reis']",Centro Português de Cinema (CPC),['Drame'],260922,[18],https://image.tmdb.org/t/p/w500/zfZUcEBfOxmK1QObncT1rnhBk8V.jpg,Drame,-,-
La beauté du monde,Suzanne s'isole à la campagne. Elle veut peindre et sentir pleinement la vie qui passe. Mais elle supporte difficilement la solitude...,53,25-08-1999,0.0,0,0.4604,"['Martine Vandeville', 'Violeta Ferrer', 'Bernard Blancan', 'Jean-Marie Combelles']",['Yves Caumon'],Sunday Morning Productions,['Comédie'],572203,[35],https://image.tmdb.org/t/p/w500/or7CuYC2WcZ2Zwm0xTXXDkgu6t5.jpg,Comédie,-,-
Dors mon lapin,"C'est l'histoire d'un jeune homme marié (Lionel) étranglé par des dettes colossales et dont la femme s'apprête à accoucher. Désespéré, il décide un jour de commettre l'irréparable: Kidnapper le bébé de 12 mois de ses voisins milliardaires et leur demander une toute petite rançon de 60 000 €. Mais Lionel n'est pas un criminel averti et toutes ses tentatives d'échange tombent à l'eau. Alors qu'il s'attache de plus en plus au bébé, il finit enfin par y parvenir et doit se résoudre à le rendre...",90,19-03-2014,0.0,0,0.4603,"['Frédéric Diefenthal', 'Sarah Biasini', 'Karine Dogliani', 'Richard Bohringer', 'Françoise Michaud', 'Jean Abeillé', 'Frédéric Boismoreau', 'Emmanuel Nakach', 'Michel Stobac', 'Laurent Biras', 'Dimitri Lemoine']",['Jean-Pierre Mocky'],Inconnu,[],548612,[],https://image.tmdb.org/t/p/w500/6tATB0Dl7KfxV0a0RMGvhc7mbtR.jpg,-,-,-
200 mètres,"Mustafa d’un côté, Salwa et les enfants de l’autre, une famille vit séparée de chaque côté du Mur israélien à seulement 200 mètres de distance. Ils résistent au quotidien avec toute la ruse et la tendresse nécessaires pour « vivre » comme tout le monde, quand un incident grave vient bouleverser cet équilibre éphémère. Pour retrouver son fils blessé de l’autre côté, le père se lance dans une odyssée à travers les checkpoints, passager d’un minibus clandestin où les destins de chacun se heurtent aux entraves les plus absurdes.",97,08-09-2020,6.7,50,0.4601,"['Ali Suliman', 'Anna Unterberger', 'Motaz Malhees', 'Mahmoud Abu Eita', 'Lana Zreik', 'Nabil Al Raee', 'Ghassan Ashkar', 'Alaa Abu Saa', 'Ahmed Tobasi', 'Gassan Abbas', 'Samia Bakri Qazmuz', 'Rebecca Esmeralda Telhami', 'Faisal Abu Al-Heija', 'Doraid Liddawi', 'Maryam Nayfeh', 'Mohammad Nayfeh', 'Tawfeeq Nayfeh']",['Ameen Nayfeh'],"Odeh Films, MeMo Films, Adler Entertainment, Film i Skåne, Way Creative Films, Metafora Production","['Drame', 'Aventure']",727012,"[18, 12]",https://image.tmdb.org/t/p/w500/dNXkcZMoJgOwSMnbBKCjSkN1W9b.jpg,Drame,Aventure,-
Bezness,"Fred, photographe, est en Tunisie pour faire un reportage sur les « bezness » (hommes prostitués). Décalé dans cet univers où l'image est une violation et sa représentation un tabou, il est le protégé de Roufa.  Beau et brun, Roufa vit de son corps. Son rêve : quitter Sousse. L'Europe l'attire et le fascine. Sa morale et son comportement sont doubles. Très permissif avec sa clientèle, il est conservateur et répressif avec les siens, surtout avec Khomsa, sa jeune fiancée. Ce film est le portrait d'une jeunesse aux prises avec les effets pervers du tourisme et confrontée aux contradictions entre traditions et modernité, Orient et Occident.",100,10-06-1992,3.9,8,0.459,"['Abdellatif Kechiche', 'Jacques Penot', 'Ghalya Lacroix', 'Mustapha Adouani', 'Manfred Andrae', 'Sondos Belhassen', 'Ahmed Ragoubi', 'Adel Boukadida', 'Naoufel Zaghbib', 'Jamel Sassi', 'Noureddine Ben Oune', 'Najoua Hafedh']",['Nouri Bouzid'],"Cinétéléfilms, Flach Film, Le Studio Canal+, TRANSMEDITERRANEE PRODUCTION, Canal+ Horizons",['Drame'],196934,[18],https://image.tmdb.org/t/p/w500/c8wL6deG7A53dXEbQOtJQKxKEey.jpg,Drame,-,-
