titre,résumé,temps,année,votes,nombre de votes,popularité,acteurs,directeurs,production,genres,id_film,id_genre,poster_url,genre_1,genre_2,genre_3
Blade Runner,"2019, Los Angeles. La Terre est surpeuplée et l’humanité est partie coloniser l’espace. Les nouveaux colons sont assistés de Replicants, androïdes que rien ne peut distinguer de l'être humain. Conçus comme de nouveaux esclaves, certains parmi les plus évolués s’affranchissent de leurs chaînes et s’enfuient. Rick Deckard, un ancien Blade Runner, catégorie spéciale de policiers chargés de ""retirer"" ces replicants, accepte une nouvelle mission consistant à retrouver quatre de ces individus qui viennent de regagner la Terre après avoir volé une navette spatiale.",117,25-06-1982,7.941,14535,13.7559,"['Harrison Ford', 'Rutger Hauer', 'Sean Young', 'Edward James Olmos', 'M. Emmet Walsh', 'Daryl Hannah', 'William Sanderson', 'Brion James', 'Joe Turkel', 'Joanna Cassidy', 'James Hong', 'Morgan Paull', 'Kevin Thompson', 'John Edward Allen', 'Hy Pyke', 'Kimiko Hiroshige', 'Bob Okazaki', 'Carolyn DeMirjian', 'Ben Astar', 'Dawna Lee Heising', 'Alexis Rhee', 'Judith Burnett', 'Leo Gorcey Jr.', 'Sharon Hesky', 'Kelly Hine', 'Tom Hutchinson', 'Charles Knapp', 'Rose Mascari', '岡崎二朗', 'Steve Pope', 'Robert Reiter', 'Doug Benson']",['Ridley Scott'],"Shaw Brothers, The Ladd Company, Warner Bros. Pictures","['Science-Fiction', 'Drame', 'Thriller']",78,"[878, 18, 53]",https://image.tmdb.org/t/p/w500/zHKWxyG4j404HVeSYHNH4niUpkW.jpg,Science-Fiction,Drame,Thriller
Dernier train pour Busan,"Tandis qu'un virus qui transforme tous les êtres vivants en zombies ravage la Corée du Sud, un père et sa fille tentent de survivre dans le dernier train pour Busan, l'unique ville à n'avoir pas encore été contaminée.",118,20-07-2016,7.747,8072,13.6871,"['Gong Yoo', '김수안', 'Yu-mi Jung', 'Ma Dong-Seok', 'Choi Woo-shik', '안소희', '김의성', 'Soo-jung Ye', 'Park Myung-shin', 'Choi Gwi-hwa', '정석용', 'Kim Chang-hwan', '장혁진', '심은경', 'Lee Joo-shil', '김재록', 'Heo Jung-do', 'Kim Won-jin', '한지은', 'Han Sung-soo', 'Lee Jung-ok', 'Kim Joo-Hun', 'Kim Keum-soon', '주광현', 'Jung Young-ki', '옥주리', 'Woo Do-im', 'Song Ji-hyuk', 'Kim Woon', 'Jeon Ye-eun', '백승환', 'Yeon Sang-ho', 'Choi Woo-sung', '이태윤', '김태윤']",['Yeon Sang-ho'],"Next Entertainment World, RedPeter Films, Contents Panda, Union Investment Partners, KTB Network","['Horreur', 'Thriller', 'Action', 'Aventure']",396535,"[27, 53, 28, 12]",https://image.tmdb.org/t/p/w500/9FiRluXOwGJZhb1BPSvJYO7SB7y.jpg,Horreur,Thriller,Action
La Beauté des choses,"1943. Alors que ses camarades sont très occupés à parler de sexualité, un trouble s'installe entre Stig, jeune lycéen et son professeur Viola. Stig est attiré par cette femme belle et mature, Viola aime chez Stig sa jeunesse et son innocence. Ils deviennent vite amants. Mais Stig rencontre fortuitement Frank, le mari de Viola, représentant de commerce, alcoolique et fantasque. Une étrange relation d’amitié va naître entre eux.",125,08-03-1995,6.4,160,13.4592,"['Johan Widerberg', 'Marika Lagercrantz', 'Tomas von Brömssen', 'Karin Huldt', 'Nina Gunke', 'Kenneth Milldoff', 'Björn Kjellman', 'Frida Lindholm', 'Sigge Cederlund', 'Monica Stenbeck', 'Frida Farrell', 'Peter Larsdotter', 'Magnus Andersson', 'Thomaz Ransmyr', 'George Bisset', 'Gösta Ekstrand', 'Hilda Suovanen', 'Per Olov Börjeson', 'Jörgen Svensson', 'Nynne Schwartz', 'Michael Lindström']",['Bo Widerberg'],"Per Holst Filmproduktion, Det Danske Filminstitut, Nordisk Film & TV Fond, Svenska Filminstitutet, Egmont Film, TV 2, SVT Drama","['Drame', 'Romance', 'Guerre']",27098,"[18, 10749, 10752]",https://image.tmdb.org/t/p/w500/jiMK8adHEQzWrPyvo5uzvZEgaw8.jpg,Drame,Romance,Guerre
Casino Royale,"Sir James Bond se repose dans son château d’Écosse. C’est alors que les quatre chefs secrets des grandes puissances le supplient d’accomplir une dernière mission. Pour le convaincre, ils font sauter sa demeure. Le grand Bond se décide alors à agir et à démasquer celui qui fait peser une terrible menace sur le monde.",131,13-04-1967,5.26,787,13.2915,"['David Niven', 'Peter Sellers', 'Ursula Andress', 'Orson Welles', 'Joanna Pettet', 'Daliah Lavi', 'Woody Allen', 'Deborah Kerr', 'William Holden', 'Charles Boyer', 'John Huston', 'Jean-Paul Belmondo', 'George Raft', 'Terence Cooper', 'Barbara Bouchet', 'Gabriella Licudi', 'Tracy Reed', 'Tracey Crisp', 'Kurt Kasznar', 'Elaine Taylor', 'Angela Scoular', 'Jacqueline Bisset', 'Alexandra Bastedo', 'Ronnie Corbett', 'Bernard Cribbins', 'Derek Nimmo', 'Anna Quayle', 'Graham Stark', 'Colin Gordon', 'John Bluthal', 'Geoffrey Bayldon', 'John Wells', 'Duncan Macrae', 'Chic Murray', 'Jonathan Routh', 'Percy Herbert', 'Jeanne Roland', 'Vladek Sheybal', 'Richard Wattis', 'Penny Riley', 'Jack Gwillim', 'Geraldine Chaplin', 'Caroline Munro', 'Anjelica Huston', ""Peter O'Toole"", 'Mireille Darc', 'Valentine Dyall', 'Ian Hendry', 'Stirling Moss', 'Nikki Van der Zyl', 'Eddie Powell', 'David Prowse', 'John Le Mesurier', 'Veronica Carlson', 'Erik Chitty', 'John Hollis', 'Burt Kwouk', 'Mona Washbourne', 'Jennifer White', 'Richard Reeves', 'Hal Galili', 'Robin Tolhurst']","['Robert Parrish', 'Val Guest', 'Ken Hughes', 'John Huston', 'Joseph McGrath']","Famous Artists Productions, Columbia Pictures","['Aventure', 'Action', 'Comédie']",12208,"[12, 28, 35]",https://image.tmdb.org/t/p/w500/vk3vMJasKZ0YcAl66fl1r9RreKT.jpg,Aventure,Action,Comédie
Charlie et la chocolaterie,"Charlie est un enfant issu d'une famille pauvre. Travaillant pour subvenir aux besoins des siens, il doit économiser chaque penny, et ne peut s'offrir les friandises dont raffolent les enfants de son âge. Pour obtenir son comptant de sucreries, il participe à un concours organisé par l'inquiétant Willy Wonka, le propriétaire de la fabrique de chocolat de la ville. Celui qui découvrira l'un des cinq tickets d'or que Wonka a caché dans les barres de chocolat de sa fabrication gagnera une vie de sucreries.",115,13-07-2005,7.04,15789,13.1098,"['Johnny Depp', 'Freddie Highmore', 'David Kelly', 'Helena Bonham Carter', 'Noah Taylor', 'Missi Pyle', 'James Fox', 'Deep Roy', 'Christopher Lee', 'Adam Godley', 'Franziska Troegner', 'AnnaSophia Robb', 'Julia Winter', 'Jordan Fry', 'Philip Wiegratz', 'Blair Dunlop', 'Liz Smith', 'Eileen Essell', 'David Morris', 'Nitin Ganatra', 'Shelley Conn', 'Chris Cresswell', 'Philip Philmar', 'Tony Kirwood', 'Todd Boyce', 'Nayef Rashed', 'Menis Yousry', 'Harry Taylor', 'Hubertus Geller', 'Francesca Hunt', 'Garrick Hagon', 'Kevin Eldon', 'Mark Heap', 'Roger Frost', 'Oscar James', 'Colette Appleby', 'Debora Weston', 'Annette Badland', 'Steve Hope Wynne', 'Geoffrey Holder', 'Elena Buda', 'Rene Costa', 'Danny Elfman', 'Aiko Horiuchi', 'Brigitte Millar', 'Valery Richardson', 'John Warman', 'Tracy Yarkoni', 'Jynine James']",['Tim Burton'],"Warner Bros. Pictures, Village Roadshow Pictures, The Zanuck Company, Plan B Entertainment, Theobald Film Productions","['Aventure', 'Comédie', 'Familial', 'Fantastique']",118,"[12, 35, 10751, 14]",https://image.tmdb.org/t/p/w500/tR4PU2wRPzGKmF665lE5wULGb3X.jpg,Aventure,Comédie,Familial
Le Château ambulant,"La jeune Sophie, âgée de 18 ans, travaille sans relâche dans la boutique de chapelier que tenait son père avant de mourir. Lors de l’une de ses rares sorties en ville, elle fait la connaissance de Hauru le Magicien. Celui‐ci est extrêmement séduisant, mais n’a pas beaucoup de caractère… Se méprenant sur leur relation, une sorcière jette un épouvantable sort sur Sophie et la transforme en vieille femme de 90 ans. Accablée, Sophie s’enfuit et erre dans les terres désolées. Par hasard, elle pénètre dans le Château Ambulant de Hauru et, cachant sa véritable identité, s’y fait engager comme femme de ménage. Cette « vieille dame » aussi mystérieuse que dynamique va bientôt redonner une nouvelle vie à l’ancienne demeure. Plus énergique que jamais, Sophie accomplit des miracles. Quel fabuleux destin l’attend  ? Et si son histoire avec Hauru n’en était qu’à son véritable commencement  ?",119,09-09-2004,8.391,10660,12.9686,"['倍賞千恵子', 'Takuya Kimura', '美輪明宏', '我修院達也', 'Ryunosuke Kamiki', '伊崎充則', '大泉洋', 'Akio Ōtsuka', '原田大二郎', '加藤治子', '保村真', '村治学', 'つかもと景子', '都築香弥子', '佐々木誠二', 'Hiroshi Takahashi', '八十川真由野', '菅野莉央', '高橋耕次郎', 'Akiyoshi Sakurai', '栗田桃子', '目黒未奈', 'Yasuhiro Ohara', 'Akio Tanaka', '山田里奈', '半場友恵', '鍛治直人', '関輝雄', '片渕忍', 'Masako Inui', '大林洋平', 'Takeshi Miyajima', '水落幸子', '小泉真希', '西岡野人', 'Teppei Akashi', 'Reiko Onishi', 'Yumiko Ogata', 'Hiroyuki Kamikawaji', 'Tomohiko Kiyota', 'Kaori Kaneko', 'Aiko Nakajima', '桑原淳', 'Yuta Kobayashi', '野村悠子', '福士珠代', 'Atsushi Takeya', '中川義文', '田中宏樹', '松角洋平', 'Akane Fujisaki', '松岡依都美', 'Tomonori Yanagibashi', '安田顕', '森崎博之', '戸次重幸', '音尾琢真']",['Hayao Miyazaki'],"Studio Ghibli, Tokuma Shoten, Nippon Television Network Corporation, dentsu, Walt Disney Japan, d-rights, TOHO","['Fantastique', 'Animation', 'Aventure']",4935,"[14, 16, 12]",https://image.tmdb.org/t/p/w500/45PVXJUYfH6yIINcQKelQ0SJPvh.jpg,Fantastique,Animation,Aventure
'71,"Belfast, 1971. Tandis que le conflit dégénère en guerre civile, Gary, jeune recrue anglaise, est envoyé sur le front. La ville est dans une situation confuse, divisée entre protestants et catholiques. Lors d’une patrouille dans un quartier en résistance, son unité est prise en embuscade. Gary se retrouve seul, pris au piège en territoire ennemi. Il va devoir se battre jusqu'au bout pour essayer de revenir sain et sauf à sa base.",99,10-10-2014,6.805,1172,12.1562,"[""Jack O'Connell"", 'Sean Harris', 'Paul Anderson', 'Sam Reid', 'Sam Hazeldine', 'Barry Keoghan', 'Charlie Murphy', 'Richard Dormer', 'Killian Scott', 'Babou Ceesay', 'David Wilmot', 'Martin McCann', 'Jack Lowden', 'Valene Kane', 'Adam Nagaitis', 'Joshua Hill', 'Barry Barnes', 'Aaron Monaghan', 'Liam McMahon', 'Paul Popplewell', 'Jim Sturgeon', 'Denise Gough', 'Dawn Bradfield', 'Eabha MacCabe', 'Paul Kennedy', 'Ben Peel', 'Jonah Russell', 'Gerard Jordan', 'Amy Molloy', 'Corey McKinley', 'Chris Patrick-Simpson', 'Cathy White', 'Emmet Kirwan', 'Tom Cowling', 'Aaron Lynch', 'Andy Moore', ""Peter McNeil O'Connor"", 'Harry Verity', 'Ben Williams-Lee', 'Terence Keeley']",['Yann Demange'],"BFI, Screen Yorkshire, Creative Scotland, Warp Films, Crab Apple Films, Film4 Productions","['Thriller', 'Action', 'Drame', 'Guerre']",252178,"[53, 28, 18, 10752]",https://image.tmdb.org/t/p/w500/9KWEosDTqbFMAWbXLerU3sWV57D.jpg,Thriller,Action,Drame
Edward aux mains d'argent,"Edward n’est pas un garçon ordinaire. Création d’un inventeur, il a reçu un cœur pour aimer, un cerveau pour comprendre. Mais son concepteur est mort avant d’avoir pu terminer son œuvre et Edward se retrouve avec des lames de métal et des instruments tranchants en guise de doigts.",105,07-12-1990,7.72,13452,12.1158,"['Johnny Depp', 'Winona Ryder', 'Dianne Wiest', 'Anthony Michael Hall', 'Kathy Baker', 'Robert Oliveri', 'Conchata Ferrell', 'Caroline Aaron', 'Dick Anthony Williams', 'O-Lan Jones', 'Vincent Price', 'Alan Arkin', 'Susan Blommaert', 'Linda Perri', 'John Davidson', 'Biff Yeager', 'Marti Greenberg', 'Bryan Larkin', 'John McMahon', 'Victoria Price', 'Stuart Lancaster', 'Gina Gallagher', 'Aaron Lustig', 'Alan Fudge', 'Steven Brill', 'Peter Palmer', 'Marc Macaulay', 'Carmen J. Alexander', 'Brett Rice', 'Andrew B. Clark', 'Kelli Crofton', 'Linda Jean Hess', 'Rosalyn Thomson', 'Lee Ralls', 'Eileen Meurer', 'Bea Albano', 'Donna Pieroni', 'Ken DeVaul', 'Michael Gaughan', 'Tricia Lloyd', 'Kathy Dombo', 'Rex Fox', 'Sherry Ferguson', 'Tabetha Thomas', 'Tammy Boalo', 'Jackie Carson', 'Carol Crumrine', 'Suzanne Chrosniak', 'Ellin Dennis', 'Kathy Lockwood', 'Jalaine Gallion', 'Miriam Goodspeed', 'Dianne L. Green', 'Mary Jane Heath', 'Carol D. Klasek', 'Laura Nader', 'Doyle Anderson', 'Harvey Bellman', 'Michael Brown', 'Gary Clark', 'Roland Douville', 'Russell E. Green', 'Cecil Hawkins', 'Jack W. Kapfhamer', 'Bill Klein', 'Phil Olson', 'Joe Sheldon', 'James Spicer', 'Tim Rerucha']",['Tim Burton'],"20th Century Fox, Tim Burton Productions","['Fantastique', 'Drame', 'Romance']",162,"[14, 18, 10749]",https://image.tmdb.org/t/p/w500/tMCj9KY70NasF2KsiXWpg0m7smK.jpg,Fantastique,Drame,Romance
Call Me by Your Name,"Été 1983. Elio Perlman, 17 ans, passe ses vacances dans la villa du XVIIe siècle que possède sa famille en Italie, à jouer de la musique classique, à lire et à flirter avec son amie Marzia. Son père, éminent professeur, et sa mère, traductrice, lui ont donné une excellente éducation. Un jour, Oliver, un séduisant Américain qui prépare son doctorat, vient travailler auprès du père d'Elio. Elio et Oliver vont bientôt découvrir l'éveil du désir...",131,28-07-2017,8.1,12512,11.8218,"['Armie Hammer', 'Timothée Chalamet', 'Michael Stuhlbarg', 'Amira Casar', 'Esther Garrel', 'Victoire du Bois', 'Vanda Capriolo', 'Antonio Rimoldi', 'Elena Bucci', 'Marco Sgrosso', 'André Aciman', 'Peter Spears']",['Luca Guadagnino'],"La Cinéfacture, Frenesy Film, M.Y.R.A. Entertainment, RT Features, Water's End Productions, Memento Films International","['Romance', 'Drame']",398818,"[10749, 18]",https://image.tmdb.org/t/p/w500/mLXvHMUiob0fgT4G6RazE6X7SY0.jpg,Romance,Drame,-
American Sniper,"Tireur d’élite des Navy SEAL, Chris Kyle est envoyé en Irak dans un seul but : protéger ses camarades. Sa précision chirurgicale sauve d’innombrables vies humaines sur le champ de bataille et, tandis que les récits de ses exploits se multiplient, il décroche le surnom de « La Légende ». Cependant, sa réputation se propage au-delà des lignes ennemies, si bien que sa tête est mise à prix et qu’il devient une cible privilégiée des insurgés. Malgré le danger, et l’angoisse dans laquelle vit sa famille, Chris participe à quatre batailles décisives parmi les plus terribles de la guerre en Irak, s’imposant ainsi comme l’incarnation vivante de la devise des SEAL : « Pas de quartier ! ». Mais en rentrant au pays, Chris prend conscience qu’il ne parvient pas à retrouver une vie normale.",132,25-12-2014,7.417,13375,11.5887,"['Bradley Cooper', 'Sienna Miller', 'Kyle Gallner', 'Cole Konis', 'Ben Reed', 'Elise Robertson', ""Keir O'Donnell"", 'Luke Sunshine', 'Kevin Lacz', 'Troy Vincent', 'Brandon Salgado Telis', 'Chance Kelly', 'Marnette Patterson', 'Billy Miller', 'Leonard Roberts', 'Reynaldo Gallegos', 'Jake McDorman', 'Cory Hardrict', 'Eric Ladin', 'Brando Eaton', 'James Ryen', 'Luke Grimes', 'Sammy Sheik', 'Evan Gamble', 'Tim Griffin', 'Brian Hallisay', 'Navid Negahban', 'Fehd Benchemsi', 'Eric Close', 'Zack Duhame', 'Mido Hamada', 'Kathe Mazur', 'Sam Jaeger', 'Assaf Cohen', 'Fahim Fazli', 'Hector Bucio', 'Jonathan Groff', 'Melissa Hayden', 'Pamela Denise Weaver', 'James D. Dever', 'Owain Yeoman', 'Greg Duke', 'Max Charles', 'Robert Clotworthy', 'Anthony Jennings', 'Vincent Selhorst-Jones', 'Jason Hall', 'Jason Walsh', 'Jonathan Kowalsky', 'Shane Habberstad', 'Kevin Ryan', 'Benjamin Mathes', 'Luis Jose Lopez', 'Had Mhidi Senhaji', 'Ryan Sadaghiani', 'Ayman Samman', 'Salah Salea', 'Aidan McGraw', 'Ferguson Reid', 'Mark Thomason', 'Amie Farrell', 'Quay Terry', 'Tami Goveia', 'Leon Farmer', 'Paul Meixner', 'Victoria Reina Sigloch', 'Joel Lambert', 'Tony Nevada', 'Brett Edwards', 'Nick Salter', 'Ricky Ryba', 'Jet Jurgensmeyer', 'Madeleine McGraw', 'Elizabeth Schmidt', 'Bryan Anderson', 'Jacob Schick', 'Wade White', 'Erik Audé', 'Amber Alexander', 'Belle Angel', 'Emerson Brooks', 'Clint Eastwood', 'E.R. Ruiz']",['Clint Eastwood'],"Warner Bros. Pictures, Village Roadshow Pictures, RatPac Entertainment, Mad Chance, 22nd & Indiana Pictures, Malpaso Productions","['Guerre', 'Action']",190859,"[10752, 28]",https://image.tmdb.org/t/p/w500/9BEN7zRpoLBaBU3t97kPJkHUgnv.jpg,Guerre,Action,-
Ben-Hur,"Judas Ben‐Hur, prince de Judée, retrouve son ami d’enfance Messala, venu prendre la tête de la garnison de Jérusalem. Mais leur amitié ne peut résister à leurs caractères différents. Alors qu’une pierre tombe du balcon de la maison familiale de Ben‐Hur, manquant de tuer le gouverneur qui paradait plus bas, Messala trahit son ami qu’il sait innocent en l’envoyant aux galères et en jetant en prison sa mère et sa sœur. Ben‐Hur jure alors de reconquérir sa liberté et prépare sa vengeance.",212,18-11-1959,7.888,2990,11.3095,"['Charlton Heston', 'Stephen Boyd', 'Hugh Griffith', 'Jack Hawkins', 'Haya Harareet', 'Martha Scott', ""Cathy O'Donnell"", 'Sam Jaffe', 'Finlay Currie', 'Frank Thring', 'George Relph', 'André Morell', 'Terence Longdon', 'Ady Berber', 'Lando Buzzanca', 'Giuliano Gemma', 'Marina Berti', 'Robert Brown', 'Liana Del Balzo', 'Enzo Fiermonte', 'Richard Hale', 'Duncan Lamont', 'John Le Mesurier', 'Ferdy Mayne', 'May McAvoy', 'Aldo Silvani', 'Ralph Truman', 'Claude Heater', 'Joe Canutt', 'Richard Coleman', 'Antonio Corevi', 'David Davies', 'Mino Doro', 'Michael Dugan', 'Franco Fantasia', 'José Greci', 'John Horsley', 'Howard Lang', 'Stevenson Lang', 'Tutte Lemkow', 'Cliff Lyons', 'Tiberio Mitri', 'Remington Olmsted', 'Laurence Payne', 'Aldo Pini', 'Diego Pozzetto', 'Stella Rho', 'Edwin Richfield', 'Hector Ross', 'Maxwell Shaw', 'Gianni Solaro', 'Pietro Tordi', 'Raimondo Van Riel', 'Dervis Ward', 'Joe Yrigoyen', 'Nazzareno Zamperla', 'Jerry Brown', 'Eddie Jauregui', 'Gianni Di Segni', 'Armando Fracassi', 'Osiride Pevarello', 'Renzo Pevarello', 'Amerigo Santarelli', 'Artemio Antonini', 'Aldo Cecconi', 'Mario Meniconi', 'Terzo Monachesi', 'Giorgio Ubaldi', 'Umberto Alivernini']",['William Wyler'],Metro-Goldwyn-Mayer,"['Histoire', 'Drame', 'Aventure']",665,"[36, 18, 12]",https://image.tmdb.org/t/p/w500/4KH7VM5YyGwxe4kLSNxix2PNTn6.jpg,Histoire,Drame,Aventure
Le Carrefour de la mort,"La veille de Noël, Nick Bianco (dont le père avait été tué par la police) attaque une bijouterie avec deux complices. Mais le braquage échoue et Nick, blessé, est arrêté. Comme il refuse de « donner » ses complices, il est condamné à vingt ans de prison. En prison il apprend le suicide de sa femme et décide de parler afin de sortir de prison et aider ses deux filles. Le milieu soupçonne Rizzo d'être un mouchard et charge un criminel psychopathe (Tommy Udo) de l'assassiner. Udo, ne trouvant pas Rizzo, assassine la mère de ce dernier en poussant son fauteuil roulant dans l'escalier. Udo est dénoncé par Nick. Mais grâce à son avocat, Udo est remis en liberté. Après avoir mis ses proches à l'abri, Nick décide d'affronter Udo.",98,27-08-1947,7.038,160,11.1935,"['Victor Mature', 'Brian Donlevy', 'Coleen Gray', 'Richard Widmark', 'Taylor Holmes', 'Howard Smith', 'Karl Malden', 'Anthony Ross', 'Robert Adler', 'Rollin Bauer', 'Harry Bellaver', 'Dennis Bohan', 'Nina Borget', 'Susan Cabot', 'Alexander Campbell', 'Harry Carter', 'Dort Clark', 'Eva Condon', 'Harry Cooke', 'Harold Crane', 'James Doody', 'Mildred Dunnock', 'Arthur Foran Jr.', 'David Fresco', 'Harold Gary', 'Don Giovanni', 'Marilee Grassini', 'James Charles J.C. Heard', 'Eda Heinemann', 'Lou Herbert', 'Herbert Holcombe', 'Arthur Holland', 'Harry Kadison', 'Robert Karnes', 'Ronald King', 'Arthur Kramer', 'John Kullers', 'Harry Landers', 'Perc Launders', 'Franklyn Lenthall', 'Paul Lilly', 'Pat Malone', 'Iris Mann', 'John Marley', 'Gregg Martell', 'Charles McClelland', 'Norman McKay', 'Richard Midgley', 'Carl Milletaire', 'Millard Mitchell', 'Mary Morrison', ""Consuela O'Connor"", ""Gloria O'Connor"", ""William O'Leary"", 'Wendell K. Phillips', 'Yvonne Rob', 'Stephen Roberts', 'Mel Ruick', 'Jack Rutherford', 'Lee Sanford', 'Bernard Sell', 'George Shelton', 'Irene Shirley', 'J. Scott Smart', 'A. George Smith', 'John Stearns', 'Richard Taber', 'Victor Thorley', 'Lawrence Tiernan', 'Tito Vuolo', 'Milton Wallace', 'Jesse White', 'Bill Zuckert', 'Frank De Kova']",['Henry Hathaway'],20th Century Fox,"['Crime', 'Thriller']",21454,"[80, 53]",https://image.tmdb.org/t/p/w500/v6IsCFV3MIPBexq6ChekUMIDUVJ.jpg,Crime,Thriller,-
Butch Cassidy et le Kid,"Au début du XXème siècle, Butch Cassidy et son ami Sundance Kid pillent les trains et les banques. Les deux malfrats élaborent un plan ingénieux qui leur permet de dévaliser deux fois le même convoi, mais les autorités sont sur leur piste. Le Kid retrouve son amie, Etta Place, une jeune institutrice, et Butch Cassidy improvise avec elle un brillant numéro à bicyclette. La seconde attaque de l'Union Pacific oblige les deux complices et Etta à abandonner leurs amis et à fuir en Bolivie. Là, ils poursuivent leurs exploits criminels et ce, malgré la défection de la jeune femme, effrayée par la tournure que prennent les événements.",110,23-09-1969,7.6,2369,11.0439,"['Paul Newman', 'Robert Redford', 'Katharine Ross', 'Strother Martin', 'Henry Jones', 'Jeff Corey', 'George Furth', 'Cloris Leachman', 'Ted Cassidy', 'Kenneth Mars', 'Donnelly Rhodes', 'Jody Gilbert', 'Timothy Scott', 'Don Keefer', 'Charles Dierkop', 'Pancho Córdova', 'Nelson Olmsted', 'Paul Bryar', 'Sam Elliott', 'Charles Akins', 'Eric Sinclair', 'Douglas Bank', 'Percy Helton']",['George Roy Hill'],"Campanile Productions, 20th Century Fox, George Roy Hill-Paul Monash Production, Newman-Foreman Company","['Aventure', 'Western', 'Crime', 'Drame', 'Histoire']",642,"[12, 37, 80, 18, 36]",https://image.tmdb.org/t/p/w500/okSvpbn4OBEHfjKeaN8ccZAvLAS.jpg,Aventure,Western,Crime
Le Cercle des poètes disparus,"Todd Anderson est un garçon plutôt timide. Désormais élève de la prestigieuse académie Welton, réputée pour être l'une des plus fermées et austères des États-Unis, tout le monde attend de lui qu'il suive les traces de son frère, qui avait fait à Welton de brillantes études.  C'est là qu'il va faire la rencontre de M. Keating, un professeur de lettres anglaises qui, c'est le moins que l'on puisse dire, sort des sentiers battus. Jour après jour, M. Keating encourage ses élèves à penser par eux-mêmes et à refuser l'ordre établi. Cette rencontre va bouleverser la vie du jeune Todd, mais aussi celle de ses amis.",128,02-06-1989,8.302,12095,10.8078,"['Robin Williams', 'Robert Sean Leonard', 'Ethan Hawke', 'Josh Charles', 'Gale Hansen', 'Dylan Kussman', 'Allelon Ruggiero', 'James Waterston', 'Norman Lloyd', 'Kurtwood Smith', 'Carla Belver', 'Leon Pownall', 'George Martin', 'Joe Aufiery', 'Matt Carey', 'Kevin Cooney', 'Jane Moore', 'Lara Flynn Boyle', 'Colin Irving', 'Alexandra Powers', 'Melora Walters', 'Welker White', 'Steve Mathios', 'Alan Pottinger', 'Pamela Burrell', 'Allison Hedges', ""Christine D'Ercole"", 'John Cunningham', 'Debra Mooney', 'John Martin Bradley', 'Charles Lord', 'Kurt Leitner', 'Richard Stites', 'James J. Christy', 'Catherine Soles', 'Hoover Sutton', 'James Donnell Quinn', 'Simon Mein', 'Ashton W. Richards', 'Robert Gleason', 'Bill Rowe', 'Robert J. Zigler III', 'Keith Snyder', 'Nicholas K. Gilhool', 'Jonas Stiklorius', 'Craig Johnson', 'Chris Hull', 'Jason Woody', 'Sam Stegeman', 'Andrew Hill', 'Kate Kearney-Patch']",['Peter Weir'],"A Steven Haft Production, Witt/Thomas Productions, Silver Screen Partners IV, Touchstone Pictures",['Drame'],207,[18],https://image.tmdb.org/t/p/w500/oHBdsvdlPhzkJZOfax7Oy3X5mm7.jpg,Drame,-,-
